iter	Logloss
142	0.6208833811
143	0.6207935985
144	0.6207575674
145	0.6207061662
146	0.62066342
147	0.6206258158
148	0.6205996768
149	0.6205524166
150	0.6204587107
151	0.6204023665
152	0.6203046813
153	0.6202507558
154	0.6202071267
155	0.6201676137
156	0.6201387638
157	0.6200927099
158	0.620050517
159	0.6200186268
160	0.6199848588
161	0.6198927508
162	0.6198330056
163	0.6197870511
164	0.6197303401
165	0.6196822592
166	0.619631343
167	0.6195886652
168	0.6195541324
169	0.6194982857
170	0.6194689758
171	0.6194315891
172	0.6193985113
173	0.6193529983
174	0.6193268034
175	0.6193038852
176	0.6192730955
177	0.6192424177
178	0.6192049938
179	0.6191502786
180	0.6190988651
181	0.6190214431
182	0.6190005954
183	0.6189706575
184	0.6189521911
185	0.6189071755
186	0.6188530572
187	0.6188247919
188	0.6187918633
189	0.6187532332
190	0.6187115377
191	0.6186832599
192	0.6186307521
193	0.6186129696
194	0.61857881
195	0.6185393342
196	0.6184963828
197	0.6184577962
198	0.6184206459
199	0.6183231907
200	0.6182954041
201	0.6181885666
202	0.6181546991
203	0.6181237789
204	0.6181023032
205	0.6180710223
206	0.618028475
207	0.6180014283
208	0.617958508
209	0.6179055027
210	0.617882914
211	0.6178571047
212	0.6178265015
213	0.6177907501
214	0.6177714506
215	0.6177331189
216	0.6177107105
217	0.6176816431
218	0.6176079828
219	0.6175747185
220	0.6175254687
221	0.6175055971
222	0.6174840344
223	0.6174138062
224	0.6173202247
225	0.6172766888
226	0.6172262265
227	0.6172015425
228	0.6171590512
229	0.6171177599
230	0.6170923796
231	0.6170601909
232	0.617036825
233	0.616994999
234	0.6169776767
235	0.616950002
236	0.6169353409
237	0.6169169864
238	0.6168902879
239	0.6168606858
240	0.6168398381
241	0.6168075188
242	0.6167755913
243	0.6167588099
244	0.6167267953
245	0.6167042813
246	0.6166814315
247	0.6166575495
248	0.6166349485
249	0.6166118313
250	0.6165969214
251	0.6165731328
252	0.6165006974
253	0.6164480029
254	0.6164227594
255	0.6163768608
256	0.6162716336
257	0.6162442263
258	0.6162102967
259	0.6161905371
260	0.616143737
261	0.6161256374
262	0.6160927959
263	0.6160519772
264	0.6159610816
265	0.6159217302
266	0.6159029592
267	0.6158107269
268	0.6157813112
269	0.6157647475
270	0.6157423516
271	0.6157095349
272	0.6156848634
273	0.6156419057
274	0.6156117751
275	0.6155736735
276	0.6155345832
277	0.6155071262
278	0.6154909852
279	0.6154481022
280	0.6154222493
281	0.6153915404
282	0.615318048
283	0.615290765
284	0.6152623318
285	0.6152268291
286	0.6151953928
287	0.6151837969
288	0.6151602383
289	0.6151240641
290	0.6151000143
291	0.6150826858
292	0.6150588287
293	0.615000296
294	0.6149577363
295	0.6149251435
296	0.614897904
297	0.6148646397
298	0.6148505257
299	0.614818909
300	0.6147923908
301	0.6147691866
302	0.6147124569
303	0.6146801937
304	0.6146071241
305	0.6145848898
306	0.6145634514
307	0.6145455882
308	0.6144744087
309	0.614454562
310	0.6144125557
311	0.6143904023
312	0.6143573743
313	0.6143309742
314	0.6142982757
315	0.6142688912
316	0.6142462963
317	0.6142186962
318	0.6141942236
319	0.6141596101
320	0.6140748824
321	0.6140156284
322	0.6139974605
323	0.6139501443
324	0.6139257836
325	0.613894167
326	0.6138648757
327	0.6138111554
328	0.6137715553
329	0.6137373645
330	0.613706351
331	0.6136738017
332	0.6136440814
333	0.6136252917
334	0.6136088337
335	0.6135799963
336	0.6135556543
337	0.6135332584
338	0.613496164
339	0.6134584976
340	0.6134196871
341	0.6133992871
342	0.6133785388
343	0.613354489
344	0.6133263107
345	0.6132907459
346	0.6132181799
347	0.6131930731
348	0.6131777591
349	0.6131629487
350	0.61313916
351	0.6131190522
352	0.613091906
353	0.6130747019
354	0.6130609298
355	0.6130411329
356	0.6130153173
357	0.6129955203
358	0.6129815928
359	0.6129356072
360	0.6128684195
361	0.612852378
362	0.6128290868
363	0.6127988877
364	0.6127763302
365	0.6127525291
366	0.6127190844
367	0.6126825807
368	0.6126555403
369	0.6126432356
370	0.6126073474
371	0.612585337
372	0.6125187648
373	0.6125011067
374	0.6124809119
375	0.6124493947
376	0.6124152226
377	0.6123452618
378	0.6123205716
379	0.6123011353
380	0.6122714896
381	0.6122477383
382	0.6122220284
383	0.6121946708
384	0.6121592054
385	0.6121279245
386	0.6121108944
387	0.6120926706
388	0.6120691679
389	0.6120476363
390	0.6120265958
391	0.6120057294
392	0.6119681687
393	0.6119421355
394	0.611917122
395	0.6119001167
396	0.611880382
397	0.6118428088
398	0.6117841517
399	0.6117486366
400	0.6117161184
401	0.611680852
402	0.6116446778
403	0.6116157285
404	0.6115935938
405	0.6115619709
406	0.6115210589
407	0.6114954858
408	0.6114607541
409	0.6114189654
410	0.6113972596
411	0.611372358
412	0.6113434709
413	0.6113203537
414	0.6112870397
415	0.6112626728
416	0.6112006954
417	0.6111683451
418	0.6111416404
419	0.6111037626
420	0.6110771387
421	0.6110522122
422	0.6110213168
423	0.6110033603
424	0.6109798949
425	0.610955099
426	0.6108860584
427	0.6108594159
428	0.6108420376
429	0.610782995
430	0.6107465597
431	0.6107175731
432	0.6106902839
433	0.6106329325
434	0.6105978464
435	0.6105460659
436	0.6105209778
437	0.6104940119
438	0.6104736367
439	0.6104461113
440	0.6104183931
441	0.6103783516
442	0.6103535867
443	0.6103251286
444	0.6103040509
445	0.610281257
446	0.6102425398
447	0.6101816506
448	0.6101322702
449	0.6101033955
450	0.6100590638
451	0.6100416109
452	0.6100117538
453	0.6099864232
454	0.6099648791
455	0.6099393246
456	0.6099150634
457	0.6098921825
458	0.6098464767
459	0.6097804144
460	0.6097643294
461	0.609742263
462	0.6097177469
463	0.6096937966
464	0.6096751375
465	0.609632099
466	0.609611214
467	0.6095831974
468	0.6095635994
469	0.6095459102
470	0.6095155433
471	0.6094775225
472	0.6094313628
473	0.6093968923
474	0.6093546373
475	0.6093396652
476	0.6093149501
477	0.6092616215
478	0.609234065
479	0.6091915923
480	0.6091327611
481	0.6091154077
482	0.6090938885
483	0.6090547423
484	0.6090311215
485	0.6090104168
486	0.6089579337
487	0.6089329637
488	0.6089103005
489	0.6088736475
490	0.6088437967
491	0.608820151
492	0.6087969468
493	0.6087750359
494	0.6087293612
495	0.6086986585
496	0.6086564222
497	0.6086271869
498	0.6086056987
499	0.6085870894
500	0.6085444799
501	0.6085129939
502	0.6084681585
503	0.6084276382
504	0.608398005
505	0.6083745894
506	0.6083517458
507	0.6083350453
508	0.6083161561
509	0.6082883384
510	0.6082520648
511	0.6082289041
512	0.6081963548
513	0.6081793806
514	0.608159478
515	0.6081340106
516	0.6081074364
517	0.6080859172
518	0.6080656726
519	0.6080468767
520	0.608013488
521	0.6079429925
522	0.6079255459
523	0.6079008743
524	0.6078744805
525	0.6078510586
526	0.6078110917
527	0.6077889259
528	0.6077679911
529	0.60774779
530	0.6076987826
531	0.6076779598
532	0.607656596
533	0.6076252281
534	0.6076071534
535	0.6075863057
536	0.6075496341
537	0.607527089
538	0.6075040402
539	0.6074625064
540	0.6074393582
541	0.6074077975
542	0.6073681974
543	0.6073499798
544	0.6073255258
545	0.6073083154
546	0.6072851734
547	0.6072587049
548	0.607237907
549	0.6072094551
550	0.6071879359
551	0.6071544539
552	0.6071382756
553	0.6071183108
554	0.6070979978
555	0.6070766651
556	0.6070493822
557	0.6070275023
558	0.6070021033
559	0.6069512617
560	0.6069254772
561	0.6069086523
562	0.6068907517
563	0.6068675227
564	0.6068448283
565	0.6068285941
566	0.6068097671
567	0.6067940614
568	0.6067598644
569	0.6067443017
570	0.6067186477
571	0.6066953503
572	0.606677431
573	0.6066575595
574	0.6066321045
575	0.6066127428
576	0.606583265
577	0.606551381
578	0.6065347302
579	0.6065098348
580	0.6064926741
581	0.6064815632
582	0.6064521787
583	0.6064096501
584	0.6063938014
585	0.6063775485
586	0.6063622407
587	0.6063399007
588	0.6062982613
589	0.6062837244
590	0.6062611606
591	0.6062448829
592	0.6062244891
593	0.6062086963
594	0.6061677905
595	0.6061529552
596	0.6061314049
597	0.6061187893
598	0.6061037364
599	0.6060707084
600	0.6060329736
601	0.6060114855
602	0.6059921238
603	0.6059693299
604	0.6059454604
605	0.6059290708
606	0.6058798769
607	0.6058465379
608	0.6058297876
609	0.6058107617
610	0.6057784113
611	0.6057598828
612	0.6057333957
613	0.6057127594
614	0.6056582867
615	0.6056446888
616	0.6056065933
617	0.6055865788
618	0.6055632813
619	0.6055466927
620	0.6055319134
621	0.6055122905
622	0.605491449
623	0.6054689847
624	0.6054468437
625	0.6054194551
626	0.6054019462
627	0.6053662943
628	0.6053395523
629	0.605318288
630	0.6052813055
631	0.6052596371
632	0.605235836
633	0.6051969323
634	0.6051725343
635	0.6051536327
636	0.6051475767
637	0.6051020885
638	0.6050679413
639	0.6050420884
640	0.605022963
641	0.6049877836
642	0.6049678996
643	0.6049476861
644	0.6049312032
645	0.6049150498
646	0.6048900797
647	0.6048537066
648	0.6048405004
649	0.6048140008
650	0.6047840567
651	0.6047625375
652	0.6047229933
653	0.6047046762
654	0.6046757331
655	0.6046528025
656	0.604633018
657	0.6046054863
658	0.6045711153
659	0.6045501992
660	0.6045309059
661	0.6045122592
662	0.6044897265
663	0.6044706259
664	0.6044462963
665	0.6044310258
666	0.6044139336
667	0.604381347
668	0.6043582485
669	0.6043345282
670	0.6043018359
671	0.6042747395
672	0.6042593446
673	0.604228387
674	0.6042114378
675	0.60418699
676	0.6041631765
677	0.6041427329
678	0.6041307143
679	0.6041086106
680	0.6040768882
681	0.6040547659
682	0.6040300073
683	0.6040095202
684	0.6039935098
685	0.6039687823
686	0.6039497439
687	0.6039316568
688	0.6039005997
689	0.6038805603
690	0.6038548939
691	0.6038382182
692	0.6038248379
693	0.6037958637
694	0.6037797228
695	0.6037522284
696	0.603728303
697	0.6036974697
698	0.6036835174
699	0.6036681722
700	0.60365251
701	0.6036334219
702	0.6036193141
703	0.6036025389
704	0.6035810446
705	0.6035684228
706	0.6035500994
707	0.6035283315
708	0.603506862
709	0.6034916599
710	0.6034789386
711	0.6034652785
712	0.6034523458
713	0.6034357261
714	0.6034145489
715	0.603391525
716	0.603365442
717	0.6033379539
718	0.6033211227
719	0.603297104
720	0.6032730169
721	0.6032517588
722	0.6032346479
723	0.6032116551
724	0.6031913794
725	0.6031714333
726	0.60314854
727	0.6031234394
728	0.6031082746
729	0.6030934393
730	0.6030719263
731	0.6030394765
732	0.6030113852
733	0.6029777354
734	0.6029608794
735	0.6029443094
736	0.6029284545
737	0.6029069104
738	0.6028829352
739	0.6028598429
740	0.6028441807
741	0.6028208459
742	0.6028032873
743	0.6027920521
744	0.6027674178
745	0.6027480934
746	0.6027294157
747	0.6027100353
748	0.6026945285
749	0.6026664995
750	0.6026429408
751	0.6026242444
752	0.6026039625
753	0.6025892827
754	0.6025723894
755	0.6025530215
756	0.6025349903
757	0.6025050773
758	0.6024961488
759	0.6024852182
760	0.6024664969
761	0.6024485342
762	0.6024272823
763	0.6024107248
764	0.6023880739
765	0.6023672324
766	0.6023478272
767	0.6023214147
768	0.6022963514
769	0.6022776986
770	0.6022630933
771	0.6022426995
772	0.6022248363
773	0.6022098082
774	0.6021972735
775	0.6021792237
776	0.6021700838
777	0.6021548009
778	0.6021434164
779	0.6021145106
780	0.6020907779
781	0.6020747862
782	0.6020560711
783	0.6020347881
784	0.6020145746
785	0.6019948958
786	0.6019799424
787	0.6019572294
788	0.6019400563
789	0.6019217019
790	0.6018952832
791	0.6018810448
792	0.6018582696
793	0.6018436395
794	0.6018222944
795	0.6018027897
796	0.6017849886
797	0.6017672497
798	0.6017477263
799	0.6017281097
800	0.6017147667
801	0.6016974941
802	0.6016657344
803	0.6016516266
804	0.6016242255
805	0.6016019788
806	0.6015814482
807	0.6015603145
808	0.6015361341
809	0.6015138626
810	0.601499419
811	0.6014784905
812	0.6014675288
813	0.601451879
814	0.6014259701
815	0.6013948136
816	0.6013802643
817	0.6013656156
818	0.6013493378
819	0.6013264197
820	0.6013090476
821	0.6012983968
822	0.6012771201
823	0.6012497749
824	0.6012351013
825	0.6012075323
826	0.6011818908
827	0.6011623861
828	0.6011453001
829	0.6011297746
830	0.6011074969
831	0.6010942471
832	0.6010773787
833	0.601057619
834	0.6010390656
835	0.6010141764
836	0.6009917805
837	0.6009700375
838	0.6009584665
839	0.6009469203
840	0.600930798
841	0.6009234674
842	0.6009051565
843	0.6008853907
844	0.600874
845	0.6008616393
846	0.6008317512
847	0.6008133097
848	0.6007906526
849	0.6007793738
850	0.600760037
851	0.6007416577
852	0.6007185592
853	0.6007051104
854	0.6006779394
855	0.6006665238
856	0.6006481072
857	0.6006227331
858	0.6006104594
859	0.6005827661
860	0.6005694666
861	0.6005524614
862	0.6005301463
863	0.6005090623
864	0.6004931328
865	0.6004795224
866	0.6004668011
867	0.6004526933
868	0.600434401
869	0.6004258829
870	0.6004049854
871	0.6003873398
872	0.6003723491
873	0.6003506433
874	0.600333035
875	0.6003144194
876	0.6002963074
877	0.6002790597
878	0.6002662949
879	0.6002548234
880	0.6002483073
881	0.6002323404
882	0.6002034658
883	0.6001796584
884	0.6001618076
885	0.6001370366
886	0.6001189495
887	0.6001013785
888	0.6000757618
889	0.6000486654
890	0.6000250757
891	0.6000109057
892	0.5999856186
893	0.5999601636
894	0.599940976
895	0.5999256496
896	0.5999091791
897	0.5998952267
898	0.5998811686
899	0.5998607375
900	0.5998347292
901	0.5998068369
902	0.5997927726
903	0.599773672
904	0.599749529
905	0.5997402398
906	0.5997237817
907	0.5997148967
908	0.5996888324
909	0.5996714417
910	0.5996446624
911	0.5996352365
912	0.5996150416
913	0.5995973587
914	0.5995797006
915	0.599555943
916	0.599547487
917	0.5995289896
918	0.5995119657
919	0.5994883449
920	0.5994591096
921	0.5994443054
922	0.599416152
923	0.5993996193
924	0.5993802328
925	0.599351669
926	0.5993378658
927	0.5993123051
928	0.5992978056
929	0.5992775672
930	0.5992569931
931	0.5992350076
932	0.5992210303
933	0.5992041557
934	0.599186653
935	0.5991701639
936	0.5991583939
937	0.5991318446
938	0.5991138881
939	0.5991058736
940	0.5990798155
941	0.5990684994
942	0.5990563937
943	0.5990362237
944	0.5990193615
945	0.5989941365
946	0.5989840453
947	0.5989592245
948	0.5989400058
949	0.5989242814
950	0.5989094151
951	0.5988929508
952	0.5988707974
953	0.5988481217
954	0.5988376823
955	0.598813477
956	0.5987947371
957	0.5987774894
958	0.5987477194
959	0.5987328468
960	0.5987151763
961	0.5986988861
962	0.598679599
963	0.5986575699
964	0.5986373316
965	0.598610975
966	0.5985921853
967	0.5985643987
968	0.5985502598
969	0.598534436
970	0.5985154722
971	0.5984970121
972	0.5984758908
973	0.5984614223
974	0.5984453498
975	0.598426386
976	0.5984111155
977	0.5983930595
978	0.5983742636
979	0.5983542552
980	0.5983352977
981	0.598305422
982	0.5982876769
983	0.5982665058
984	0.5982473244
985	0.5982208125
986	0.5981968373
987	0.5981835191
988	0.598149005
989	0.5981342133
990	0.5981130112
991	0.598090721
992	0.5980715085
993	0.5980429509
994	0.5980254358
995	0.5980108368
996	0.5979816264
997	0.5979727849
998	0.5979583662
999	0.5979458564
1000	0.5979264449
1001	0.597907904
1002	0.5978981174
1003	0.597885365
1004	0.5978609235
1005	0.5978414561
1006	0.5978186436
1007	0.5977998726
1008	0.5977865047
1009	0.597772857
1010	0.5977592653
1011	0.5977439699
1012	0.597721916
1013	0.5977042454
1014	0.5976899698
1015	0.5976574329
1016	0.5976337189
1017	0.5976185976
1018	0.597601126
1019	0.5975881374
1020	0.5975732089
1021	0.5975599529
1022	0.5975378989
1023	0.5975213165
1024	0.597502017
1025	0.597486162
1026	0.597470618
1027	0.5974559817
1028	0.597442993
1029	0.5974290407
1030	0.5974014468
1031	0.5973801452
1032	0.5973614612
1033	0.5973434488
1034	0.5973255544
1035	0.5973036994
1036	0.5972826838
1037	0.5972651563
1038	0.5972436247
1039	0.5972283728
1040	0.5972069407
1041	0.5971868391
1042	0.5971641509
1043	0.5971384845
1044	0.5971279208
1045	0.5971050213
1046	0.5970919891
1047	0.5970770419
1048	0.597054932
1049	0.5970418439
1050	0.5970254231
1051	0.5970115019
1052	0.5969930293
1053	0.5969743764
1054	0.59694751
1055	0.5969255431
1056	0.5969090353
1057	0.5968853586
1058	0.5968685337
1059	0.5968399761
1060	0.5968276776
1061	0.5968113999
1062	0.5967898806
1063	0.5967762516
1064	0.5967443676
1065	0.596725696
1066	0.5967171343
1067	0.5966948068
1068	0.5966729519
1069	0.5966397684
1070	0.5966213144
1071	0.5965993289
1072	0.5965826719
1073	0.5965628936
1074	0.5965413184
1075	0.5965297536
1076	0.5965161183
1077	0.5965012271
1078	0.5964795649
1079	0.5964585306
1080	0.5964412954
1081	0.5964224311
1082	0.5963985367
1083	0.5963836268
1084	0.5963485283
1085	0.5963312495
1086	0.596315121
1087	0.5962925261
1088	0.5962734318
1089	0.5962581924
1090	0.5962378794
1091	0.5962231684
1092	0.5962140347
1093	0.5961966067
1094	0.5961813362
1095	0.5961564408
1096	0.5961353444
1097	0.5961157589
1098	0.5961037837
1099	0.596089937
1100	0.596073336
1101	0.5960539743
1102	0.596037883
1103	0.5960183472
1104	0.5959978664
1105	0.5959849648
1106	0.5959637813
1107	0.5959457315
1108	0.5959278683
1109	0.5959127967
1110	0.5959028983
1111	0.5958843946
1112	0.5958682971
1113	0.5958520007
1114	0.59583341
1115	0.5958160193
1116	0.5957993312
1117	0.5957786638
1118	0.5957689581
1119	0.5957536316
1120	0.5957394678
1121	0.5957214056
1122	0.5957124211
1123	0.5956824832
1124	0.59566342
1125	0.595646564
1126	0.5956322448
1127	0.5956200707
1128	0.5956022447
1129	0.5955753535
1130	0.5955664436
1131	0.5955393223
1132	0.5955133139
1133	0.5955033098
1134	0.5954849988
1135	0.5954647729
1136	0.5954445407
1137	0.5954351832
1138	0.5954241966
1139	0.5954026774
1140	0.5953842421
1141	0.595368468
1142	0.5953535146
1143	0.5953417198
1144	0.5953168492
1145	0.5952991912
1146	0.5952848844
1147	0.5952680097
1148	0.5952489154
1149	0.595224878
1150	0.5952148863
1151	0.5952074935
1152	0.5951879142
1153	0.595169137
1154	0.5951560613
1155	0.5951404053
1156	0.5951279576
1157	0.5951104798
1158	0.5950900674
1159	0.5950715948
1160	0.5950522766
1161	0.5950263242
1162	0.5950091138
1163	0.5949962247
1164	0.5949760982
1165	0.5949592608
1166	0.5949442515
1167	0.5949300504
1168	0.5949127654
1169	0.594892813
1170	0.5948775549
1171	0.5948510492
1172	0.5948334471
1173	0.5948172004
1174	0.5947850615
1175	0.5947670055
1176	0.5947475816
1177	0.594736881
1178	0.59473325
1179	0.5947207649
1180	0.5947086033
1181	0.5946943151
1182	0.5946781928
1183	0.5946670073
1184	0.5946507296
1185	0.5946326114
1186	0.594617888
1187	0.5945956413
1188	0.5945784869
1189	0.5945655791
1190	0.594544806
1191	0.5945254443
1192	0.5945121386
1193	0.5944850235
1194	0.5944538918
1195	0.5944285674
1196	0.5944168161
1197	0.5943972243
1198	0.5943753009
1199	0.5943526377
